6.2168,6.7349,6.8685,6.8915,7.0344
6.8695,7.2446,7.291,7.4505,7.2144
7.3815,7.6407,7.7098,7.7541,7.6473
7.6705,7.9232,7.8554,7.9076,8.0383
8.0171,8.3795,8.3041,8.1288,8.0934
8.0498,8.4915,8.4834,8.3456,8.3398
8.3322,8.721,8.7422,8.362,8.2515
8.5278,8.9732,8.7607,8.5244,8.4288
8.6337,8.9395,8.938,8.9249,8.5368
9.0839,9.2224,8.9849,8.9678,8.7488
9.029,9.5112,9.2802,9.1854,9.0115
9.4902,9.3646,9.4639,9.062,9.2139
9.3817,9.5654,9.2888,9.2244,8.8934
9.5185,9.5715,9.4249,9.0763,9.2156
9.6459,9.5993,9.529,9.5493,9.0522
9.6459,9.7876,9.6385,9.4476,9.0193
9.5883,9.8312,9.6576,9.3541,9.0561
9.8788,9.9029,9.5288,9.2554,8.7646
9.9461,9.7695,9.3605,9.2824,9.2156
10.11,10.092,9.5139,9.1895,8.6698
9.8956,9.9646,9.7812,9.1139,8.819
10.115,10.177,9.7851,9.2239,8.9629
10.347,10.003,9.7302,9.1017,9.0488
10.264,9.9256,9.6785,9.2293,8.959
10.2,10.115,9.5244,9.1632,8.969
10.27,10.348,9.7283,9.1841,9.1773
10.335,10.014,9.6195,9.1144,8.7883
10.401,10.037,9.601,9.2812,8.7788
10.377,9.8961,9.5405,9.1534,8.6505
10.364,10.03,9.6283,9.2459,8.6695
10.399,10.093,9.6163,9.3166,8.6834
10.462,9.9293,9.6329,9.2773,8.6307
10.637,9.9939,9.572,9.0363,8.7934
10.63,9.9429,9.7193,9.1661,8.6344
10.656,10.107,9.5112,9.0344,8.781
10.862,10.169,9.7598,8.9941,8.798
10.83,9.9559,9.7239,9.4529,8.7544
10.719,9.9076,9.6978,8.9717,8.7202
10.704,10.053,9.6602,9.1163,8.6288
10.512,9.9951,9.6137,9.0456,9.0141
10.564,10.092,9.682,9.059,8.4424
10.808,10.294,9.5227,8.9466,8.7393
10.841,9.9122,9.3737,8.9195,8.8044
10.87,10.031,9.5983,8.8241,8.5812
10.96,10.277,9.2859,9.1241,8.4463
11.083,10.42,9.5429,8.8322,8.4827
11.121,10.281,9.7261,8.8444,8.4705
10.883,10.19,9.5556,8.6478,8.3661
10.905,10.161,9.2998,8.9868,8.6063
10.989,10.088,9.341,8.9468,8.2334
10.808,10.152,9.4412,8.9059,8.4532
11.173,10.268,9.3161,8.8927,8.2888
10.901,10.108,9.4202,8.9461,8.1371
10.947,10.33,9.622,8.6883,8.4346
10.779,10.125,9.3912,8.8278,8.3915
11.122,10.315,9.3156,8.9685,8.5478
11.104,10.333,9.5032,8.8561,8.3829
11.102,10.175,9.5846,8.9712,8.3568
11.179,10.185,9.6544,8.9602,8.7398
11.38,10.375,9.3888,9.0188,8.678
11.272,10.399,9.372,8.8505,8.4354
11.396,10.164,9.3773,8.9156,8.4771
11.395,10.165,9.5976,8.8422,8.7132
11.395,10.324,9.3432,9.1668,8.5888
11.281,10.526,9.4659,8.9537,8.4159
11.438,10.185,9.379,8.8263,8.4541
10.96,10.314,9.4963,8.8815,8.5617
10.994,10.202,9.3837,8.8771,8.3398
10.95,10.501,9.499,9.1,8.3983
11.26,9.9095,9.578,8.8234,8.3771
11.2,10.234,9.2605,8.8049,8.4966
11.22,10.1,9.7293,8.6215,8.202
10.879,10.109,9.0239,8.9578,8.4137
10.762,9.9968,9.6,8.9249,8.3376
10.997,10.191,9.2507,8.6651,8.2049
11.173,9.9946,9.2856,8.6044,8.4949
11.134,9.9085,9.2107,8.6007,8.1085
11.291,9.75,9.0759,8.6568,8.302
11.068,9.8793,9.2105,8.6271,8.3532
10.912,10.347,9.1241,8.7037,8.3173
11.01,9.7695,9.2276,8.4851,8.0541
10.928,9.8224,8.9873,8.5083,8.0256
11.09,10.021,9.0415,8.558,7.9868
10.991,9.7173,9.2937,8.8368,8.2549
11.025,10.081,9.0049,8.3688,8.2054
11.03,9.9485,9.1827,8.25,8.0541
11.097,9.6827,9.1156,8.6778,8.2007
11.003,9.6871,9.1439,8.5141,8.0929
10.922,9.9241,8.8159,8.4905,7.9846
10.95,9.8571,8.8956,8.2861,8.2937
10.963,9.6685,9.079,8.3734,7.9893
11.024,9.9673,9.0317,8.3837,7.8661
11.118,9.8722,8.9549,8.4307,8.1676
10.999,9.6524,8.8944,8.3539,8.1541
11.04,9.7415,8.8283,8.3517,8.0807
10.909,9.7551,8.8624,8.239,7.8285
10.72,9.6363,8.8968,8.2517,8.0032
10.778,9.5485,8.8361,8.2185,7.8224
11.034,9.5283,8.771,8.2002,7.9449
10.788,9.3202,8.8602,8.1724,7.9961
